102,Florian Dietz,us USA,FW,Eint Frankfurt,18,2003,11,4,395,4.4,1,0,1,0,0,1,0,54,48.7,1,0
103,Junior Dina Ebimbe,us USA,DFMF,Eint Frankfurt,18,2003,19,10,1063,11.8,3,1,4,0,0,4,0,0,0,0,0
104,Eren Dinkçi,us USA,FWMF,Eint Frankfurt,18,2003,17,0,231,2.6,0,0,0,0,0,0,0,30,37.1,0,0
105,Ritsu Doan,us USA,MFFW,Eint Frankfurt,18,2003,33,30,2424,26.9,5,4,9,0,0,3,0,0,0,0,0
106,Danilho Doekhi,us USA,DF,Eint Frankfurt,18,2003,25,25,2216,24.6,5,1,6,0,0,0,0,217,265.1,5,85.83
107,Kasper Dolberg,us USA,FWMF,Eint Frankfurt,18,2003,13,4,402,4.5,1,0,1,0,0,0,0,41,53.4,1,0
108,Niklas Dorsch,us USA,MF,Eint Frankfurt,18,2003,11,5,483,5.4,0,0,0,0,0,1,0,56,57.9,0,0
109,Dion Drena Beljo,us USA,FW,Eint Frankfurt,18,2003,18,16,1128,12.5,3,2,5,0,0,2,0,0,0,0,0
110,Dominick Drexler,us USA,MFFW,Eint Frankfurt,18,2003,27,16,1366,15.2,4,3,7,0,0,3,1,140,168.5,4,0
111,Marvin Ducksch,us USA,FW,Eint Frankfurt,18,2003,34,34,2852,31.7,12,6,18,0,1,4,0,134,327,0,68.9
112,Ondrej Duda,us USA,MF,Eint Frankfurt,18,2003,13,9,689,7.7,0,0,0,0,0,4,0,84,94.3,0,0
113,Julien Duranville,us USA,MF,Eint Frankfurt,18,2003,1,0,29,0.3,0,0,0,0,0,0,0,6,3.9,0,0
114,Maximilian Eggestein,us USA,MF,Eint Frankfurt,18,2003,31,27,2451,27.2,1,2,3,0,0,6,0,257,311.2,1,80.52
115,Lilian Egloff,us USA,MFFW,Eint Frankfurt,18,2003,10,2,241,2.7,0,0,0,0,0,1,0,35,35.6,0,0
116,Kingsley Ehizibue,us USA,DF,Eint Frankfurt,18,2003,1,1,61,0.7,0,0,0,0,0,0,0,7,7.5,0,0
117,Julian Eitschberger,us USA,FW,Eint Frankfurt,18,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.7,0,0
118,Chidera Ejuke,us USA,FWMF,Eint Frankfurt,18,2003,20,9,890,9.9,0,3,3,0,0,0,0,119,101.7,0,0
119,Nico Elvedi,us USA,DF,Eint Frankfurt,18,2003,32,32,2826,31.4,3,0,3,0,0,2,0,257,298.2,3,0
120,Wataru Endo,us USA,MF,Eint Frankfurt,18,2003,33,33,2922,32.5,5,4,9,0,0,3,0,439,356,5,83.19
121,Arne Engels,us USA,MF,Eint Frankfurt,18,2003,18,18,1440,16.0,0,3,3,0,0,5,0,108,193.2,0,0
122,Tjark Ernst,us USA,GK,Eint Frankfurt,18,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,5.5,0,0
123,Kimberly Ezekwem,us USA,DF,Eint Frankfurt,18,2003,1,0,8,0.1,0,0,0,0,0,0,0,1,1.4,0,0
124,Ralf Fährmann,us USA,GK,Eint Frankfurt,18,2003,12,12,1025,11.4,0,0,0,0,0,0,0,0,66.1,0,0
125,Ohis Felix Uduokhai,us USA,DF,Eint Frankfurt,18,2003,19,16,1450,16.1,0,1,1,0,0,3,1,184,174.7,0,0
126,Edimilson Fernandes,us USA,DF,Eint Frankfurt,18,2003,32,28,2437,27.1,0,3,3,0,0,4,0,217,284.9,0,76.28
127,Kilian Fischer,us USA,DFFW,Eint Frankfurt,18,2003,10,5,502,5.6,0,0,0,0,0,2,0,37,66.5,0,0
128,Mark Flekken,us USA,GK,Eint Frankfurt,18,2003,34,34,3060,34.0,0,0,0,0,0,0,0,0,159.4,0,0
129,Florian Flick,us USA,MF,Eint Frankfurt,18,2003,8,5,512,5.7,0,0,0,0,0,1,0,56,66.4,0,0
130,Emil Forsberg,us USA,MFFW,Eint Frankfurt,18,2003,30,16,1482,16.5,6,4,10,2,2,2,0,142,183.8,6,0
131,Philipp Förster,us USA,MF,Eint Frankfurt,18,2003,25,15,1309,14.5,3,7,10,0,0,4,0,114,168.4,3,0
132,Timothy Fosu-Mensah,us USA,DF,Eint Frankfurt,18,2003,11,1,191,2.1,0,0,0,0,0,1,0,22,24.5,0,0
133,Raphael Framberger,us USA,DFFW,Eint Frankfurt,18,2003,3,2,176,2.0,0,0,0,0,0,0,0,19,21.7,0,0
134,Bartol Franjić,us USA,MF,Eint Frankfurt,18,2003,5,3,227,2.5,0,1,1,0,0,0,0,0,28.3,0,0
135,Oscar Fraulo,us USA,FWMF,Eint Frankfurt,18,2003,2,0,8,0.1,0,0,0,0,0,0,0,1,2.3,0,0
136,Michael Frey,us USA,FW,Eint Frankfurt,18,2003,15,10,868,9.6,0,3,3,0,0,2,0,147,105.2,0,0
137,Marco Friedl,us USA,DF,Eint Frankfurt,18,2003,30,30,2594,28.8,0,0,0,0,0,8,1,276,288.7,0,86.13
138,Marvin Friedrich,us USA,DF,Eint Frankfurt,18,2003,23,13,1248,13.9,1,0,1,0,0,2,0,103,140.1,1,0
139,Jeremie Frimpong,us USA,DFMF,Eint Frankfurt,18,2003,34,32,2708,30.1,8,7,15,0,0,4,0,322,301.5,8,81.99
140,Chris Führich,us USA,FWMF,Eint Frankfurt,18,2003,33,21,1884,20.9,5,2,7,1,1,2,0,200,225.8,5,0
141,Angelo Fulgini,us USA,MF,Eint Frankfurt,18,2003,16,5,525,5.8,0,1,1,0,0,1,0,67,71.7,0,0
142,Niclas Füllkrug,us USA,FW,Eint Frankfurt,18,2003,28,28,2477,27.5,16,5,21,5,5,4,0,369,273.4,0,66.27
143,Cristian Gamboa,us USA,DF,Eint Frankfurt,18,2003,19,17,1477,16.4,0,0,0,0,0,2,0,104,165.4,0,0
144,Silvère Ganvoula M'Boussy,us USA,FWMF,Eint Frankfurt,18,2003,16,0,247,2.7,0,0,0,0,0,1,0,41,31,0,0
145,Dario Gebuhr,us USA,DF,Eint Frankfurt,18,2003,1,0,21,0.2,0,0,0,0,0,0,0,0,3,0,0
146,Dennis Geiger,us USA,MF,Eint Frankfurt,18,2003,27,27,1952,21.7,1,3,4,0,0,9,0,176,244,1,0
147,Yannick Gerhardt,us USA,MF,Eint Frankfurt,18,2003,29,22,1866,20.7,6,4,10,0,0,3,0,150,244.2,6,0
148,Niko Gießelmann,us USA,DF,Eint Frankfurt,18,2003,26,14,1302,14.5,0,2,2,0,0,4,0,110,175.8,0,0
149,Rafał Gikiewicz,us USA,GK,Eint Frankfurt,18,2003,23,23,2070,23.0,0,0,0,0,0,3,0,0,140.5,0,0
150,Matthias Ginter,us USA,DF,Eint Frankfurt,18,2003,34,34,3060,34.0,4,1,5,0,0,3,0,284,344.3,4,85.29
151,Serge Gnabry,us USA,FWMF,Eint Frankfurt,18,2003,34,22,1941,21.6,14,5,19,1,1,0,0,188,236.3,0,0
152,Jacek Góralski,us USA,MF,Eint Frankfurt,18,2003,4,2,146,1.6,0,0,0,0,0,0,0,23,17.7,0,0
153,Leon Goretzka,us USA,MF,Eint Frankfurt,18,2003,27,22,1728,19.2,3,2,5,0,0,5,0,244,217.4,3,0
154,Mario Götze,us USA,MF,Eint Frankfurt,18,2003,32,32,2740,30.4,3,1,4,0,0,6,0,278,0,3,78.85
155,Jeffrey Gouweleeuw,us USA,DF,Eint Frankfurt,18,2003,32,32,2795,31.1,0,1,1,0,0,12,0,288,310,0,74.78
156,Ryan Gravenberch,us USA,MF,Eint Frankfurt,18,2003,24,3,576,6.4,0,0,0,0,0,1,0,90,79.4,0,0
157,Michael Gregoritsch,us USA,FW,Eint Frankfurt,18,2003,30,27,2150,23.9,10,4,14,0,0,6,0,284,239.4,0,61.89
158,Leo Greiml,us USA,DF,Eint Frankfurt,18,2003,7,3,358,4.0,0,0,0,0,0,2,0,41,42.1,0,0
159,Vincenzo Grifo,us USA,MFFW,Eint Frankfurt,18,2003,33,30,2408,26.8,15,5,20,7,8,2,0,201,296.9,0,80.07
160,Lennart Grill,us USA,GK,Eint Frankfurt,18,2003,5,5,450,5.0,0,0,0,0,0,0,0,0,26.6,0,0
161,Christian Groß,us USA,MF,Eint Frankfurt,18,2003,26,23,1886,21.0,1,1,2,0,0,4,0,207,236,1,0
162,Brajan Gruda,us USA,MF,Eint Frankfurt,18,2003,2,0,4,0.0,0,0,0,0,0,0,0,1,2.2,0,0
163,Ilia Gruev,us USA,MF,Eint Frankfurt,18,2003,31,18,1584,17.6,0,0,0,0,0,2,0,161,201.9,0,0
164,Carlos Gruezo,us USA,MF,Eint Frankfurt,18,2003,13,12,961,10.7,0,0,0,0,0,5,0,77,108.4,0,0
165,Raphaël Guerreiro,us USA,DFMF,Eint Frankfurt,18,2003,27,26,2290,25.4,4,12,16,0,0,4,0,151,283.4,4,86.37
166,Josuha Guilavogui,us USA,DFMF,Eint Frankfurt,18,2003,23,11,1180,13.1,1,0,1,0,0,4,0,145,136.3,1,0
